word,reading,meaning,example,type,category_id
蟷螂の斧,とうろうのおの,弱者が強者に無謀に立ち向かうたとえ。,単独で訴えるのは蟷螂の斧だ。,ことわざ,12
虎は死して皮を残し人は名を残す,とらはししてかわをのこしひとはなをのこす,人は死後に名誉を残すべきだ。,功績を残せ、虎は死して皮を残し人は名を残す。,ことわざ,10
遠くの親戚より近くの他人,とおくのしんせきよりちかくのたにん,遠方の親戚より近所の人のほうが頼りになることもある。,災害時は遠くの親戚より近くの他人だ。,ことわざ,2
三十六計逃げるに如かず,さんじゅうろっけいにげるにしかず,勝ち目がないときは退くのが最善。,撤退判断は三十六計逃げるに如かずだ。,ことわざ,12
隅に置けない,すみにおけない,なかなか侮れない。,新人だが隅に置けない。,ことわざ,11
瓜田に履を納れず,かでんにくつをいれず,疑われる行動を避けるべきという戒め。,集計は瓜田に履を納れず、他部署で実施した。,ことわざ,10
盲蛇に怖じず,めくらへびにおじず,実態を知らない者は恐れない。,危険を理解せず盲蛇に怖じずだ。,ことわざ,3
歳月人を待たず,さいげつひとをまたず,時は容赦なく過ぎる。,締切は歳月人を待たずだ。,ことわざ,5
提灯に釣鐘,ちょうちんにつりがね,釣り合いがとれないこと。,小型車に大型荷物は提灯に釣鐘だ。,ことわざ,11
逢うは別れの始め,あうはわかれのはじめ,出会いがあれば別れもある。,卒業は逢うは別れの始めだ。,ことわざ,9
水も漏らさぬ,みずももらさぬ,非常に厳重で隙がない。,水も漏らさぬ警備だ。,ことわざ,10
我が物顔で歩く,わがものがおであるく,威張って振る舞う。,新任が我が物顔で歩く。,ことわざ,2
諦めが肝心,あきらめがかんじん,見込みがない時は潔く断念するのも大切。,損切りは諦めが肝心だ。,ことわざ,4
言わぬが花,いわぬがはな,はっきり言わないほうが趣があることもある。,人事の話は言わぬが花だ。,ことわざ,2
大盤振る舞い,おおばんぶるまい,気前よく大量にふるまうこと。,創業祭は大盤振る舞いだ。,ことわざ,7
大目玉を食う,おおめだまをくう,ひどく叱られる。,遅刻で大目玉を食った。,ことわざ,10
お笑い草,おわらいぐさ,笑いものになること。,根拠ない計画はお笑い草だ。,ことわざ,11
恩に着せる,おんにきせる,施しをしたことをことさらに言って相手に負い目を感じさせる。,恩に着せるような言い方はやめよう。,ことわざ,2
首を長くして待つ,くびをながくしてまつ,心待ちにして待つ。,内定通知を首を長くして待つ。,ことわざ,5
雲をつかむよう,くもをつかむよう,実態がなくはっきりしない。,説明は雲をつかむようだった。,ことわざ,11
肝心要,かんじんかなめ,最も大切な点。,肝心要の仕様が抜けている。,ことわざ,3
糊口をしのぐ,ここうをしのぐ,やっとのことで生活を維持する。,バイトで糊口をしのいだ。,ことわざ,7
根も葉もない,ねもはもない,根拠が全くない。,根も葉もない噂が広がった。,ことわざ,10
骨身を惜しまず,ほねみをおしまず,非常に努力する。,骨身を惜しまず練習した。,ことわざ,1
小利口は大馬鹿のうち,こりこうはおおばかのうち,小賢しいだけではかえって失敗する。,小手先でごまかすな、小利口は大馬鹿のうちだ。,ことわざ,10
猿芝居,さるしばい,見え透いた芝居がかった行動。,謝罪会見は猿芝居に見えた。,ことわざ,11
若気の至り,わかげのいたり,若さゆえの軽率な行い。,過去の失言は若気の至りだ。,ことわざ,15
出鼻をくじく,でばなをくじく,始まったばかりの勢いをそぐ。,否定から入って出鼻をくじくな。,ことわざ,2
出る幕はない,でるまくはない,自分が関与する場面ではない。,今回は私の出る幕はない。,ことわざ,12
道草を食う,みちくさをくう,寄り道して時間を浪費する。,帰りに道草を食って遅くなった。,ことわざ,5
盗人猛々しい,ぬすびとたけだけしい,悪事を働いた者が開き直る。,改ざん後に逆ギレ、盗人猛々しい。,ことわざ,10
のべつ幕なし,のべつまくなし,ひっきりなしに続くさま。,通知がのべつ幕なしに鳴る。,ことわざ,5
冷や汗が出る,ひやあせがでる,恐れや緊張で汗が出る。,面接で冷や汗が出た。,ことわざ,8
百年河清を待つ,ひゃくねんかせいをまつ,いつまでも実現しないことを待つ。,その改革は百年河清を待つに等しい。,ことわざ,12
変わり身が早い,かわりみがはやい,状況に合わせて素早く態度を変える。,彼は変わり身が早い。,ことわざ,15
骨の髄まで,ほねのずいまで,徹底的に。深く。,彼は骨の髄まで研究者だ。,ことわざ,11
骨抜きにする,ほねぬきにする,力を奪って無力化する。,規制が骨抜きにされた。,ことわざ,10
無駄骨を折る,むだぼねをおる,努力が無駄になる。,説明不足で無駄骨を折った。,ことわざ,4
無理は禁物,むりはきんもつ,無理をしてはいけない。,徹夜続きは無理は禁物だ。,ことわざ,8
目ざとい,めざとい,見つけるのが早い。,セール品を目ざとく見つけた。,ことわざ,11
やせ我慢,やせがまん,無理をして我慢すること。,寒さにやせ我慢で薄着だった。,ことわざ,14
痩せても枯れても,やせてもかれても,どんなに落ちぶれても。,痩せても枯れても義理は通す。,ことわざ,10
山あり谷あり,やまありたにあり,順調な時もあれば苦しい時もある。,人生は山あり谷ありだ。,ことわざ,14
山より大きな狸は出ぬ,やまよりおおきなたぬきはでぬ,実際にはあり得ない大げさなことは起こらない。,心配しすぎだ、山より大きな狸は出ぬ。,ことわざ,11
指折り数える,ゆびおりかぞえる,楽しみに日数を数える。,旅行を指折り数えて待つ。,ことわざ,5
弓折れ矢尽きる,ゆみおれやつきる,手段が尽きてどうにもならなくなる。,資金も切れ弓折れ矢尽きた。,ことわざ,4
欲を言えばきりがない,よくをいえばきりがない,欲望には限りがない。,装備は欲を言えばきりがない。,ことわざ,7
楽するより楽しむ,らくするよりたのしむ,楽を求めるより楽しさを見つけよという心構え。,掃除は楽するより楽しもう。,ことわざ,15
雨晴れて笠を忘れる,あめはれてかさをわすれる,苦しい時の用心を、事が過ぎると忘れてしまう。,危機後の対策を怠るのは雨晴れて笠を忘れるだ。,ことわざ,10
板につく,いたにつく,その人に役柄や職業がよく似合うようになる。,新しい役職が板についた。,ことわざ,11
磯の鮑の片想い,いそのあわびのかたおもい,一方的な片思い。,彼の恋は磯の鮑の片想いだった。,ことわざ,9
野に置け蓮華草,のにおけれんげそう,物にはふさわしい置き場所がある。,オフィスに観葉植物、野に置け蓮華草だ。,ことわざ,11
豆腐にかすがい,とうふにかすがい,手応えのないこと。,説得は豆腐にかすがいだった。,ことわざ,2
灰汁が強い,あくがつよい,個性が強すぎて癖がある。,彼は灰汁が強いが魅力もある。,ことわざ,11
虫も殺さぬ顔,むしもころさぬかお,大人しく見える顔つき。,虫も殺さぬ顔で切り返す。,ことわざ,2
馬子にも衣裳,まごにもいしょう,身分が低くても装い次第で立派に見える。,新しいスーツで馬子にも衣裳だねと言われた。,ことわざ,11
無い袖は振れない,ないそではふれない,持っていないものはどうしようもない。,予算が足りず無い袖は振れない。,ことわざ,7
捕らぬ狸の皮算用,とらぬたぬきのかわざんよう,不確かな事を前提に計画を立てる。,受注前に増員計画は捕らぬ狸の皮算用だ。,ことわざ,11
一寸の光陰軽んずべからず,いっすんのこういんかろんずべからず,わずかな時間も大切にすべきだ。,通勤時間も一寸の光陰軽んずべからず。,ことわざ,5
鯖を読む,さばをよむ,数をごまかす。,経歴で年齢を鯖を読んだ。,ことわざ,10
木を隠すなら森の中,きをかくすならもりのなか,目立たない場所に紛れ込ませるのが一番。,情報は木を隠すなら森の中で埋もれている。,ことわざ,11
柳の下にいつも泥鰌はいない,やなぎのしたにいつもどじょうはいない,同じ方法でいつも成功するとは限らない。,前回の手法は通用しない、柳の下にいつも泥鰌はいない。,ことわざ,12
嘘から出た誠,うそからでたまこと,冗談や嘘が現実になる。,軽口から企画が実現、嘘から出た誠だ。,ことわざ,15
泥棒にも三分の理,どろぼうにもさんぶのり,悪い者にも言い分があることがある。,クレームにも泥棒にも三分の理がある。,ことわざ,10
会うは別れの始め,あうはわかれのはじめ,出会いはいつか別れに至る。,異動の季節、会うは別れの始めを感じる。,ことわざ,15
終わり良ければすべて良し,おわりよければすべてよし,最後が良ければ途中の欠点は目立たない。,難航したが終わり良ければすべて良しだ。,ことわざ,4
泥棒を見て縄をなう,どろぼうをみてなわをなう,準備が遅れて手遅れになるたとえ。,セキュリティ事故後に規程を作るのは泥棒を見て縄をなうだ。,ことわざ,10
立つものは親でも使え,たつものはおやでもつかえ,近くにいる者に遠慮せず手伝わせよ。,締切前は立つものは親でも使えだ。,ことわざ,13
口に蜜あり腹に剣あり,くちにみつありはらにつるぎあり,口では良いことを言って心中は悪意がある。,口に蜜あり腹に剣ありの提案だ。,ことわざ,10
目糞鼻糞を笑う,めくそはなくそをわらう,同類の欠点を嘲笑するさま。,他社を笑うのは目糞鼻糞を笑うだ。,ことわざ,10
背に腹はかえられぬ,せにはらはかえられぬ,大事のためには小事を犠牲にせざるを得ない。,背に腹はかえられぬ値引きに応じた。,ことわざ,7
雨が降ろうが槍が降ろうが,あめがふろうがやりがふろうが,どんな状況でも変わらない決意を表す。,雨が降ろうが槍が降ろうが開催する。,ことわざ,12
柳に雪折れなし,やなぎにゆきおれなし,柔軟なものは困難にも耐える。,交渉は柳に雪折れなしで臨む。,ことわざ,12
猫の額ほど,ねこのひたいほど,非常に狭いさま。,都会の庭は猫の額ほどだ。,ことわざ,8
能天気は風邪ひかぬ,のうてんきはかぜひかぬ,楽天家は悩まないたとえ。,彼は能天気は風邪ひかぬタイプだ。,ことわざ,8
腹八分に医者いらず,はらはちぶにいしゃいらず,食べ過ぎないのが健康に良い。,腹八分に医者いらずを実践する。,ことわざ,8
弁慶の泣き所,べんけいのなきどころ,誰にも弱点があるたとえ。,値上げは我が社の弁慶の泣き所だ。,ことわざ,4
縁は縁を呼ぶ,えんはえんをよぶ,良縁はさらに良縁を連れてくる。,紹介案件で縁は縁を呼ぶ。,ことわざ,2
笑う角には福来る,わらうかどにはふくきたる,明るいところには幸福が訪れる。,笑う角には福来ると掲示した。,ことわざ,10
雨降りは地固まらず,あめふりはじかたまらず,困難が続くことのたとえ（逆用）。,トラブル続きで雨降りは地固まらずだ。,ことわざ,4
初心忘るべからず,しょしんわするべからず,初めの心構えを忘れてはならない。,新人指導で初心忘るべからずを語る。,ことわざ,10
急がば回れと雁の道,いそがばまわれとかりのみち,急ぐほど慎重にというたとえ。,品質は急がば回れと雁の道だ。,ことわざ,5
毒を食らわば皿までと押し通す,どくをくらわばさらまでとおしとおす,一度始めたら徹底してやり抜く。,大改修は毒を食らわば皿までと押し通した。,ことわざ,12
